run_id	contig_id	contig_len	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-18	494	1.39e-35	40.645000	155	acc:YP_009044396|orf9 [Alcelaphine gammaherpesvirus 2]	taxid:138184|Macavirus alcelaphinegamma2|Macavirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-19	362	1.95e-12	36.441000	118	acc:YP_010778212|multidrug export ATPase/permease [Bodo saltans virus]	taxid:2024608|Theiavirus salishense|Theiavirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-20	357	4.85e-15	39.252000	107	acc:YP_009388514|DNA polymerase catalytic subunit [Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota]	taxid:2022783|Bossavirus delphinidgamma1|Bossavirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-21	349	3.31e-10	34.188000	117	acc:YP_010803174|ABC transporter type 1 transmembrane domain [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-22	341	4.86e-21	75.000000	52	acc:NP_047757|ribonucleotide reductase small subunit homolog [Lymantria dispar multiple nucleopolyhedrovirus]	taxid:10449|Alphabaculovirus lydisparis|Alphabaculovirus|Baculoviridae|Lefavirales|Naldaviricetes	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-23	295	3.4	36.000000	25	acc:YP_009345051|RNA-dependent RNA polymerase [Wuhan pillworm virus 2]	taxid:1923745|Riboviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-24	284	0.036	50.000000	28	acc:YP_010796792|putative adenosine triphosphatase/DNA packaging protein [Diachasmimorpha longicaudata entomopoxvirus]	taxid:109981|Diachasmimorpha entomopoxvirus|Entomopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-25	265	6.15e-07	43.396000	53	acc:NP_612241|putative DNA polymerase [Infectious spleen and kidney necrosis virus]	taxid:180170|Megalocytivirus|Alphairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-26	257	4.39e-14	42.353000	85	acc:YP_009174650|putative DNA polymerase [Yellowstone lake phycodnavirus 2]	taxid:1586714|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-27	229	0.039	38.710000	31	acc:YP_009598953|hypothetical protein FDH28_gp161 [Ralstonia phage RP12]	taxid:1923889|Ripduovirus RP12|Ripduovirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-28	192	9.93e-08	36.066000	61	acc:YP_009482957|DNA polymerase type-B [Pandoravirus quercus]	taxid:2107709|Pandoravirus	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-29	177	0.044	42.105000	38	acc:YP_007354220|Rab family GTPase [Acanthamoeba polyphaga moumouvirus]	taxid:1269028|Moumouvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-1	3006	1.77e-27	23.195000	457	acc:NP_046572|ABC transporter [Bacillus phage SPBc2]	taxid:2932878|Spbetavirus SPbeta|Spbetavirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-2	2918	2.89e-114	43.534000	549	acc:YP_010803678|ABC transporter [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-3	2077	4.41e-47	33.542000	319	acc:YP_009949256|signal recognition particle protein, partial [Escherichia phage 500465-1]	taxid:2716351|Wadgaonvirus wv5004651|Wadgaonvirus|Peduoviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-4	1559	2.41e-60	45.946000	185	acc:YP_009408556|guanylate kinase [NY_014 poxvirus]	taxid:2025360|Centapoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-5	1517	0.16	28.571000	84	acc:YP_009333526|hypothetical protein 1 [Beihai sipunculid worm virus 4]	taxid:1922676|Riboviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-6	1408	0.34	30.000000	60	acc:YP_010780883|rab family small GTPase [Tupanvirus deep ocean]	taxid:2126984|Tupanvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-7	1190	1.39e-55	42.248000	258	acc:YP_010803544|RNAse l inhibitor RLI1 [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-8	1176	0.76	41.818000	55	acc:YP_009814425|nicotinamide-nucleotide adenylyltransferase [Lactobacillus phage Bromius]	taxid:2315485|Harbinvirus bromius|Harbinvirus|Herelleviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-9	1037	8.46e-39	46.358000	151	acc:YP_010802132|GTP binding nuclear protein Ran [Acanthamoeba castellanii medusavirus]	taxid:2080449|Viruses	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-10	1037	0.027	25.510000	98	acc:YP_009126510|Sak4-like ssDNA annealing protein [Lactobacillus phage Ldl1]	taxid:1552735|Lidleunavirus Ldl1|Lidleunavirus|Tybeckvirinae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-11	1013	8.69e-26	32.870000	216	acc:YP_009052380|ABC transporter [Aureococcus anophagefferens virus]	taxid:1474867|Kratosvirus quantuckense|Kratosvirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-12	959	0.16	30.000000	90	acc:YP_009001608|putative ATP/GTP-binding protein [Anomala cuprea entomopoxvirus]	taxid:62099|Alphaentomopoxvirus|Entomopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-13	890	0.53	65.217000	23	acc:YP_009173305|replication factor C small subunit [Chrysochromulina ericina virus]	taxid:455364|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-14	848	3.1	31.915000	94	acc:YP_009874410|RecJ-like ssDNA exonuclease [Lactococcus phage CaseusJM1]	taxid:1289467|Skunavirus caseusJM1|Skunavirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-15	723	0.019	31.250000	80	acc:YP_010656467|hypothetical protein PP641_gp086 [Arthrobacter phage SilentRX]	taxid:2836091|Silentrexvirus silentrx|Silentrexvirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-16	710	1.92e-48	50.909000	165	acc:YP_009052194|translation elongation factor [Aureococcus anophagefferens virus]	taxid:1474867|Kratosvirus quantuckense|Kratosvirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-17	646	2.73e-20	29.323000	133	acc:YP_010778497|ABC transporter protein [Bodo saltans virus]	taxid:2024608|Theiavirus salishense|Theiavirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-18	589	0.026	41.176000	51	acc:YP_010780079|hypothetical protein QJ856_gp0063 [Tupanvirus deep ocean]	taxid:2126984|Tupanvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-19	475	9.66e-15	40.367000	109	acc:YP_009041990|DNA polymerase [Bovine gammaherpesvirus 6]	taxid:1504288|Macavirus bovinegamma6|Macavirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-20	454	0.057	32.787000	61	acc:YP_010802897|VV A32-like packaging ATPase [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-21	419	3.75e-14	33.094000	139	acc:YP_009052380|ABC transporter [Aureococcus anophagefferens virus]	taxid:1474867|Kratosvirus quantuckense|Kratosvirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-22	386	0.083	44.737000	38	acc:YP_009448984|GTP-binding protein RhoE-like [Orpheovirus IHUMI-LCC2]	taxid:2023057|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-23	332	0.45	35.294000	68	acc:YP_009551612|unnamed protein product [Apple necrotic mosaic virus]	taxid:1779339|Ilarvirus|Bromoviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-24	328	0.29	46.341000	41	acc:YP_009173188|hypothetical protein AP054_gp232 [Ostreococcus lucimarinus virus 7]	taxid:1663209|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-25	316	4.61e-18	44.231000	104	acc:YP_001687027|DNA polymerase-like protein [Glossina pallidipes salivary gland hypertrophy virus]	taxid:379529|Glossinavirus glopallidipedis|Glossinavirus|Hytrosaviridae|Lefavirales|Naldaviricetes	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-26	268	2.19e-11	36.905000	84	acc:YP_009174650|putative DNA polymerase [Yellowstone lake phycodnavirus 2]	taxid:1586714|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-27	268	4.05e-13	50.000000	60	acc:YP_009207091|DNA polymerase catalytic subunit [Hawaiian green turtle herpesvirus]	taxid:70564|Scutavirus chelonidalpha5|Scutavirus|Alphaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-28	235	0.017	36.207000	58	acc:YP_006488769|putative adenylate kinase [Enterococcus phage BC611]	taxid:1173135|Saphexavirus BC611|Saphexavirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-29	235	9.28e-07	46.296000	54	acc:YP_010804919|DNA polymerase [Acanthamoeba castellanii medusavirus]	taxid:2080449|Viruses	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-30	225	4.14e-08	42.254000	71	acc:YP_003970130|putative DNA-dependent DNA polymerase family B precursor [Cafeteria roenbergensis virus BV-PW1]	taxid:693272|Rheavirus sinusmexicani|Rheavirus|Aliimimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-31	140	1.1	43.333000	30	acc:YP_010681207|3D domain-containing protein [Bacillus phage vB_BanS_Chewbecca]	taxid:2894786|Tsamsavirus chewbecca|Tsamsavirus|Joanripponvirinae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-1	2784	1.25e-26	32.889000	225	acc:YP_009052380|ABC transporter [Aureococcus anophagefferens virus]	taxid:1474867|Kratosvirus quantuckense|Kratosvirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-2	2780	0.59	27.184000	103	acc:YP_009173600|repeat containing protein [Chrysochromulina ericina virus]	taxid:455364|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-3	2752	6.38e-68	32.450000	453	acc:YP_009052194|translation elongation factor [Aureococcus anophagefferens virus]	taxid:1474867|Kratosvirus quantuckense|Kratosvirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-4	2191	1.19e-116	43.534000	549	acc:YP_010803678|ABC transporter [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-5	2047	0.70	28.571000	77	acc:NP_477837|wsv315 [Shrimp white spot syndrome virus]	taxid:92652|White spot syndrome virus|Whispovirus|Nimaviridae|Naldaviricetes	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-6	1885	2.03e-47	33.542000	319	acc:YP_009949256|signal recognition particle protein, partial [Escherichia phage 500465-1]	taxid:2716351|Wadgaonvirus wv5004651|Wadgaonvirus|Peduoviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-7	1676	0.64	28.704000	108	acc:YP_010359182|hypothetical protein M1M48_gp50 [uncultured phage cr91_1]	taxid:2986403|Drivevirus gastrointestinalis|Drivevirus|Crudevirinae|Intestiviridae|Crassvirales|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-8	1664	0.46	30.000000	60	acc:YP_010780883|rab family small GTPase [Tupanvirus deep ocean]	taxid:2126984|Tupanvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-9	1606	5.66e-59	33.913000	345	acc:YP_010803678|ABC transporter [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-10	1566	4.05e-88	40.498000	442	acc:YP_010803544|RNAse l inhibitor RLI1 [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-11	1234	0.30	26.531000	98	acc:YP_009408048|Late transcription factor (VLTF-3) [Eptesipox virus]	taxid:1329402|Vespertilionpoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-12	1125	0.71	41.818000	55	acc:YP_009814425|nicotinamide-nucleotide adenylyltransferase [Lactobacillus phage Bromius]	taxid:2315485|Harbinvirus bromius|Harbinvirus|Herelleviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-13	999	0.19	30.000000	90	acc:YP_009001608|putative ATP/GTP-binding protein [Anomala cuprea entomopoxvirus]	taxid:62099|Alphaentomopoxvirus|Entomopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-14	996	6.88e-39	46.358000	151	acc:YP_010802132|GTP binding nuclear protein Ran [Acanthamoeba castellanii medusavirus]	taxid:2080449|Viruses	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-15	940	9.33e-63	45.946000	185	acc:YP_009408556|guanylate kinase [NY_014 poxvirus]	taxid:2025360|Centapoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-16	880	6.09e-25	29.108000	213	acc:NP_046572|ABC transporter [Bacillus phage SPBc2]	taxid:2932878|Spbetavirus SPbeta|Spbetavirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-17	665	5.61e-75	80.451000	133	acc:NP_258331|RR2B [Spodoptera litura nucleopolyhedrovirus]	taxid:46242|Alphabaculovirus spliturae|Alphabaculovirus|Baculoviridae|Lefavirales|Naldaviricetes	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-18	623	3.19e-11	33.333000	132	acc:YP_010778212|multidrug export ATPase/permease [Bodo saltans virus]	taxid:2024608|Theiavirus salishense|Theiavirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-19	587	5.23e-34	57.009000	107	acc:YP_009052194|translation elongation factor [Aureococcus anophagefferens virus]	taxid:1474867|Kratosvirus quantuckense|Kratosvirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-20	555	3.32e-10	35.238000	105	acc:YP_010780306|putative ATP-dependent RNA helicase [Tupanvirus deep ocean]	taxid:2126984|Tupanvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-21	554	2.54e-13	33.077000	130	acc:YP_001257052|DNA polymerase [Spodoptera litura granulovirus]	taxid:359919|Betabaculovirus spliturae|Betabaculovirus|Baculoviridae|Lefavirales|Naldaviricetes	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-22	547	1.42e-66	77.165000	127	acc:YP_009163813|ORF_052R [Scale drop disease virus]	taxid:1697349|Megalocytivirus|Alphairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-23	437	0.001	29.474000	95	acc:YP_010778212|multidrug export ATPase/permease [Bodo saltans virus]	taxid:2024608|Theiavirus salishense|Theiavirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-24	434	3.28e-14	38.835000	103	acc:YP_009665114|DNA polymerase, partial [Chrysochromulina brevifilum virus PW1]	taxid:352209|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-25	411	8.72e-20	38.686000	137	acc:YP_001687027|DNA polymerase-like protein [Glossina pallidipes salivary gland hypertrophy virus]	taxid:379529|Glossinavirus glopallidipedis|Glossinavirus|Hytrosaviridae|Lefavirales|Naldaviricetes	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-26	400	0.003	25.510000	98	acc:YP_009126510|Sak4-like ssDNA annealing protein [Lactobacillus phage Ldl1]	taxid:1552735|Lidleunavirus Ldl1|Lidleunavirus|Tybeckvirinae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-27	387	2.80e-27	48.673000	113	acc:YP_009172731|hypothetical protein APZ24_gp208 [Ostreococcus lucimarinus virus 2]	taxid:1663208|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-28	373	0.010	28.788000	66	acc:YP_003358318|hypothetical protein PP-LUZ7_gp036 [Pseudomonas phage LUZ7]	taxid:655097|Luzseptimavirus LUZ7|Luzseptimavirus|Migulavirinae|Schitoviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-29	355	6.32e-15	40.000000	105	acc:YP_009388514|DNA polymerase catalytic subunit [Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota]	taxid:2022783|Bossavirus delphinidgamma1|Bossavirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-30	340	2.67e-21	44.643000	112	acc:YP_001687027|DNA polymerase-like protein [Glossina pallidipes salivary gland hypertrophy virus]	taxid:379529|Glossinavirus glopallidipedis|Glossinavirus|Hytrosaviridae|Lefavirales|Naldaviricetes	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	041215Madag05AD05_ACAGTG_L005_R1_cap3_Contig-31	271	0.019	32.787000	61	acc:YP_010802897|VV A32-like packaging ATPase [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
