run_id	num_hits	best_E	best_query	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen/sLen	ViralRefSeq_contigs	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
041215Madag04AD04_TGACCA_L005_R2	3	1.10e-01	Herpes_POLcore	3.95e-06	46.8	141 / 173	1	NC_077218.1|Daphnia iridovirus 1 genome assembly, chromosome: 1	taxid:2849721|Daphniairidovirus tvaerminne|Daphniairidovirus|Betairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	1	1.70e-01	Herpes_POLcore	6.00e-03	44.8	87 / 126	1	NC_002665.1|Bovine herpesvirus 4 long unique region, complete sequence	taxid:10385|Rhadinovirus bovinegamma4|Rhadinovirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	6	4.90e-01	NCLDV_packATPase	8.00e-12	52.9	153 / 154	1	NC_005362.1|Lactobacillus johnsonii NCC 533, complete sequence	taxid:257314|Lactobacillus|Lactobacillaceae|Lactobacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	6	6.60e-01	NCLDV_packATPase	1.30e-02	50.0	90 / 156	2	NC_075368.1|Moumouvirus australiensis isolate 10A, complete genome	taxid:2109587|Moumouvirus australiense|Moumouvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	1	1.70e+00	MeML5_mcp	8.70e-01	66.7	45 / 126	1	NC_014637.1|Cafeteria roenbergensis virus BV-PW1, complete genome	taxid:693272|Rheavirus sinusmexicani|Rheavirus|Aliimimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	5	2.10e+00	NCLDV_packATPase	6.83e-10	72.7	99 / 126	1	NC_024697.1|Aureococcus anophagefferens virus isolate BtV-01, complete genome	taxid:1474867|Kratosvirus quantuckense|Kratosvirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	7	2.80e+00	NCLDV_packATPase	1.29e-09	51.1	141 / 146	2	NC_077067.1|Fadolivirus 1 strain FV1/VV64, partial genome	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	39	3.60e+00	NCLDV_packATPase	1.28e-04	44.4	108 / 175	2	NC_077221.1|Prymnesium kappa virus genome assembly, chromosome: 1	taxid:1499987|Biavirus raunefjordenense|Biavirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	1	4.20e+00	Herpes_POLcore	9.00e-03	41.7	108 / 126	1	NC_013590.2|Felid herpesvirus 1 strain C-27, complete genome	taxid:10334|Varicellovirus felidalpha1|Varicellovirus|Alphaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	9	4.50e+00	NCLDV_packATPase	5.00e-03	73.7	57 / 136	2	NC_007296.2|Streptococcus pyogenes MGAS6180, complete sequence	taxid:319701|Streptococcus|Streptococcaceae|Lactobacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	5	4.80e+00	NCLDV_packATPase	1.51e-11	61.9	126 / 132	1	NZ_CP007800.1|Bacillus subtilis subsp. subtilis str. JH642 substr. AG174 strain JH642 chromosome, complete genome	taxid:1232554|Bacillus|Bacillaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	4	5.20e+00	NCLDV_packATPase	3.51e-13	65.9	123 / 132	1	NC_055230.1|Akhmeta virus isolate Akhmeta_2013-88, complete genome	taxid:2200830|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	5	5.40e+00	NCLDV_packATPase	9.40e-02	63.6	66 / 152	1	NC_004722.1|Bacillus cereus ATCC 14579, complete sequence	taxid:226900|Bacillus cereus group|Bacillus|Bacillaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	1	5.50e+00	NCLDV_packATPase	3.01e-07	67.7	93 / 126	1	CP011102.1|Listeria weihenstephanensis strain WS 4560, complete genome	taxid:1633782|Listeria|Listeriaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	1	5.70e+00	NCLDV_packATPase	7.40e-07	55.6	108 / 126	1	NC_017451.1|Haemophilus influenzae R2866, complete sequence	taxid:262728|Haemophilus|Pasteurellaceae|Pasteurellales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	1	7.30e+00	NCLDV_packATPase	5.00e-02	66.7	63 / 126	1	NC_028093.1|Ostreococcus lucimarinus virus 7 isolate OlV7, complete genome	taxid:1663209|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	10	7.40e+00	NCLDV_packATPase	9.40e-02	48.1	81 / 152	1	NC_036594.1|Orpheovirus IHUMI-LCC2 genome assembly, complete genome: monopartite	taxid:2023057|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	11	7.60e+00	NCLDV_packATPase	2.21e-05	37.2	129 / 164	1	CP139039.1|Escherichia coli MP1 chromosome, complete genome	taxid:2746235|Escherichia|Enterobacteriaceae|Enterobacterales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag04AD04_TGACCA_L005_R2	6	7.70e+00	NCLDV_packATPase	1.99e-16	79.1	129 / 138	1	NC_006322.1|Bacillus licheniformis DSM 13 = ATCC 14580, complete sequence	taxid:279010|Bacillus|Bacillaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	9	1.30e-18	NCLDV_ssuRiboReduc	1.60e-50	84.8	276 / 280	1	NC_030656.1|Pteropox virus strain Australia, complete genome	taxid:1873698|Pteropopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	13	4.90e-18	NCLDV_ssuRiboReduc	1.73e-56	81.1	318 / 322	1	NC_015960.1|Yoka poxvirus, complete genome	taxid:1076255|Centapoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	29	1.20e-14	NCLDV_ssuRiboReduc	2.66e-73	84.0	393 / 395	2	NC_008518.1|Trichoplusia ni ascovirus 2c, complete genome	taxid:328615|Ascovirus|Ascoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	5	1.40e-10	NCLDV_ssuRiboReduc	2.63e-22	82.4	153 / 153	1	NC_035460.1|Eptesipox virus strain Washington, complete genome	taxid:1329402|Vespertilionpoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	3	2.90e-10	Herpes_POLcore	1.45e-09	54.8	126 / 160	1	NC_040615.1|Eptesicus fuscus gammaherpesvirus, complete genome	taxid:2035399|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	8	3.50e-09	Herpes_POLcore	2.09e-17	43.1	216 / 253	1	NC_002665.1|Bovine herpesvirus 4 long unique region, complete sequence	taxid:10385|Rhadinovirus bovinegamma4|Rhadinovirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	3	1.40e-06	Herpes_POLcore	2.43e-09	62.9	105 / 142	1	NC_077039.1|Elephant endotheliotropic herpesvirus 3A isolate Nyah NAP97, partial genome	taxid:1329409|Elephant endotheliotropic herpesvirus 3|Proboscivirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	3	2.70e-06	Herpes_POLcore	8.60e-15	58.2	165 / 183	1	NC_028094.1|Chrysochromulina ericina virus isolate CeV-01B, complete genome	taxid:455364|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	4	6.10e-03	Herpes_POLcore	6.42e-07	47.1	153 / 193	1	NC_077218.1|Daphnia iridovirus 1 genome assembly, chromosome: 1	taxid:2849721|Daphniairidovirus tvaerminne|Daphniairidovirus|Betairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	2	8.10e-03	Herpes_POLcore	1.64e-05	50.0	132 / 139	1	NC_028110.1|Yellowstone lake phycodnavirus 2 DNA, complete genome, isolate: 2	taxid:1586714|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	1	9.10e-03	Herpes_POLcore	3.09e-04	43.2	111 / 126	1	NC_038553.1|Heterosigma akashiwo virus 01 isolate HaV53, complete genome	taxid:97195|Raphidovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	16	7.80e-02	NCLDV_packATPase	1.02e-10	60.0	135 / 146	3	NC_002976.3|Staphylococcus epidermidis RP62A, complete sequence	taxid:176279|Staphylococcus|Staphylococcaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	5	4.90e-01	NCLDV_packATPase	6.75e-16	78.6	126 / 130	2	NC_006322.1|Bacillus licheniformis DSM 13 = ATCC 14580, complete sequence	taxid:279010|Bacillus|Bacillaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	6	8.40e-01	NCLDV_packATPase	2.85e-07	47.4	114 / 126	3	NC_075368.1|Moumouvirus australiensis isolate 10A, complete genome	taxid:2109587|Moumouvirus australiense|Moumouvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	1	3.60e+00	NCLDV_packATPase	1.50e-01	39.3	84 / 126	1	NC_077067.1|Fadolivirus 1 strain FV1/VV64, partial genome	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	43	4.50e+00	NCLDV_packATPase	2.30e-13	65.2	138 / 141	4	NC_077221.1|Prymnesium kappa virus genome assembly, chromosome: 1	taxid:1499987|Biavirus raunefjordenense|Biavirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	1	5.40e+00	NCLDV_packATPase	1.90e-02	63.6	66 / 126	1	NC_012751.1|Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum), complete sequence	taxid:572265|Candidatus Hamiltonella|aphid secondary symbionts|Enterobacteriaceae|Enterobacterales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	15	5.50e+00	NCLDV_packATPase	6.78e-18	55.7	183 / 184	1	CP011102.1|Listeria weihenstephanensis strain WS 4560, complete genome	taxid:1633782|Listeria|Listeriaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	10	5.70e+00	NCLDV_packATPase	2.40e-02	60.9	69 / 164	2	NC_004722.1|Bacillus cereus ATCC 14579, complete sequence	taxid:226900|Bacillus cereus group|Bacillus|Bacillaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	1	6.40e+00	NCLDV_packATPase	2.00e-03	45.7	105 / 126	1	CP029707.1|Pseudomonas aeruginosa strain K34-7 chromosome, complete genome	taxid:2213009|Pseudomonas|Pseudomonadaceae|Pseudomonadales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	1	6.80e+00	NCLDV_packATPase	5.90e-08	53.7	123 / 126	1	JF411744.1|Paramecium bursaria Chlorella virus 1 (PBCV-1), complete genome	taxid:10506|Chlorovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	1	8.40e+00	NCLDV_packATPase	3.27e-13	65.9	123 / 126	1	NC_055230.1|Akhmeta virus isolate Akhmeta_2013-88, complete genome	taxid:2200830|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	18	8.50e+00	NCLDV_packATPase	1.30e-01	48.1	81 / 171	1	NC_036594.1|Orpheovirus IHUMI-LCC2 genome assembly, complete genome: monopartite	taxid:2023057|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	14	8.70e+00	NCLDV_packATPase	1.77e-05	37.2	129 / 159	1	CP139039.1|Escherichia coli MP1 chromosome, complete genome	taxid:2746235|Escherichia|Enterobacteriaceae|Enterobacterales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R1	1	9.80e+00	NCLDV_packATPase	3.42e-08	59.5	111 / 126	1	NC_017451.1|Haemophilus influenzae R2866, complete sequence	taxid:262728|Haemophilus|Pasteurellaceae|Pasteurellales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	15	1.40e-18	NCLDV_ssuRiboReduc	9.77e-89	78.3	498 / 500	1	NC_035797.1|Squirrelpox virus Berlin_2015, complete genome	taxid:2029293|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	7	5.10e-18	NCLDV_ssuRiboReduc	1.71e-33	86.4	198 / 199	1	MG599038.1|Buffalopox virus isolate Karachi 2005, complete genome	taxid:32605|Vaccinia virus|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	22	1.70e-14	NCLDV_ssuRiboReduc	1.62e-61	84.1	339 / 354	3	NC_008518.1|Trichoplusia ni ascovirus 2c, complete genome	taxid:328615|Ascovirus|Ascoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	12	7.20e-14	Herpes_POLcore	2.48e-17	44.9	207 / 248	1	NC_002665.1|Bovine herpesvirus 4 long unique region, complete sequence	taxid:10385|Rhadinovirus bovinegamma4|Rhadinovirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	4	3.00e-11	Herpes_POLcore	9.38e-10	56.8	132 / 156	1	NC_076509.1|Caprine alphaherpesvirus 1 strain JSHA1405, complete genome	taxid:39944|Varicellovirus caprinealpha1|Varicellovirus|Alphaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	3	2.40e-10	NCLDV_ssuRiboReduc	7.28e-20	78.4	153 / 163	1	NC_035460.1|Eptesipox virus strain Washington, complete genome	taxid:1329402|Vespertilionpoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	3	1.70e-09	Herpes_POLcore	5.92e-11	54.7	159 / 161	1	NC_028110.1|Yellowstone lake phycodnavirus 2 DNA, complete genome, isolate: 2	taxid:1586714|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	7	9.70e-07	Herpes_POLcore	2.73e-09	52.1	144 / 239	1	NC_077039.1|Elephant endotheliotropic herpesvirus 3A isolate Nyah NAP97, partial genome	taxid:1329409|Elephant endotheliotropic herpesvirus 3|Proboscivirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	3	2.20e-05	Herpes_POLcore	1.20e-12	59.2	147 / 155	1	NC_028094.1|Chrysochromulina ericina virus isolate CeV-01B, complete genome	taxid:455364|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	1	1.10e-04	NCLDV_ssuRiboReduc	3.34e-17	82.9	123 / 126	1	NC_001132.2|Myxoma virus, complete genome	taxid:10273|Leporipoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	4	9.60e-03	Herpes_POLcore	1.64e-04	39.5	129 / 153	1	NC_038553.1|Heterosigma akashiwo virus 01 isolate HaV53, complete genome	taxid:97195|Raphidovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	3	1.00e-02	Herpes_POLcore	7.84e-07	41.8	165 / 207	1	NC_024696.1|Elephant endotheliotropic herpesvirus 5 strain Vijay, complete genome	taxid:768738|Proboscivirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	1	5.40e-02	Herpes_POLcore	4.00e-03	41.5	123 / 126	1	NC_028099.1|Felis catus gammaherpesvirus 1 isolate 31286, complete genome	taxid:1452540|Percavirus felidgamma1|Percavirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	11	8.20e-02	NCLDV_packATPase	6.83e-10	59.1	132 / 145	2	NC_002976.3|Staphylococcus epidermidis RP62A, complete sequence	taxid:176279|Staphylococcus|Staphylococcaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	47	3.20e-01	Herpes_POLcore	5.86e-14	67.4	138 / 143	4	NC_077221.1|Prymnesium kappa virus genome assembly, chromosome: 1	taxid:1499987|Biavirus raunefjordenense|Biavirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	24	6.10e-01	NCLDV_packATPase	1.10e-11	55.1	147 / 150	2	CP139039.1|Escherichia coli MP1 chromosome, complete genome	taxid:2746235|Escherichia|Enterobacteriaceae|Enterobacterales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	6	7.20e-01	NCLDV_packATPase	1.10e-02	50.0	90 / 151	2	NC_075368.1|Moumouvirus australiensis isolate 10A, complete genome	taxid:2109587|Moumouvirus australiense|Moumouvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	1	5.30e+00	NCLDV_packATPase	1.90e-02	63.6	66 / 126	1	NC_012751.1|Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum), complete sequence	taxid:572265|Candidatus Hamiltonella|aphid secondary symbionts|Enterobacteriaceae|Enterobacterales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	21	5.40e+00	NCLDV_packATPase	7.28e-16	61.5	156 / 166	3	NC_004722.1|Bacillus cereus ATCC 14579, complete sequence	taxid:226900|Bacillus cereus group|Bacillus|Bacillaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	4	6.10e+00	NCLDV_packATPase	3.34e-13	65.9	123 / 141	1	NC_055230.1|Akhmeta virus isolate Akhmeta_2013-88, complete genome	taxid:2200830|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	2	6.20e+00	NCLDV_packATPase	2.00e-03	45.7	105 / 140	1	CP029707.1|Pseudomonas aeruginosa strain K34-7 chromosome, complete genome	taxid:2213009|Pseudomonas|Pseudomonadaceae|Pseudomonadales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	1	6.30e+00	MeML58_mcp	2.40e-01	42.9	84 / 126	1	NC_006966.1|Deerpox virus W-848-83, complete genome	taxid:305674|Mule deerpox virus|Cervidpoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	5	6.40e+00	NCLDV_packATPase	4.87e-08	52.3	132 / 138	1	JF411744.1|Paramecium bursaria Chlorella virus 1 (PBCV-1), complete genome	taxid:10506|Chlorovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	1	7.40e+00	NCLDV_packATPase	5.00e-03	73.7	57 / 126	1	NC_007296.2|Streptococcus pyogenes MGAS6180, complete sequence	taxid:319701|Streptococcus|Streptococcaceae|Lactobacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	17	8.30e+00	NCLDV_packATPase	1.20e-01	48.1	81 / 163	1	NC_036594.1|Orpheovirus IHUMI-LCC2 genome assembly, complete genome: monopartite	taxid:2023057|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	7	9.30e+00	NCLDV_packATPase	1.53e-16	79.1	129 / 134	1	NC_006322.1|Bacillus licheniformis DSM 13 = ATCC 14580, complete sequence	taxid:279010|Bacillus|Bacillaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag05AD05_ACAGTG_L005_R2	1	9.40e+00	NCLDV_packATPase	5.00e-02	66.7	63 / 126	1	NC_028093.1|Ostreococcus lucimarinus virus 7 isolate OlV7, complete genome	taxid:1663209|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag06AD06_GCCAAT_L005_R1	65	1.00e-18	NCLDV_ssuRiboReduc	2.78e-171	79.7	915 / 936	1	NC_015960.1|Yoka poxvirus, complete genome	taxid:1076255|Centapoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag06AD06_GCCAAT_L005_R1	13	4.20e-17	NCLDV_ssuRiboReduc	1.90e-63	75.2	387 / 431	1	NC_035797.1|Squirrelpox virus Berlin_2015, complete genome	taxid:2029293|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag06AD06_GCCAAT_L005_R1	8	4.10e-14	Herpes_POLcore	1.61e-19	44.4	243 / 288	1	NC_002665.1|Bovine herpesvirus 4 long unique region, complete sequence	taxid:10385|Rhadinovirus bovinegamma4|Rhadinovirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag06AD06_GCCAAT_L005_R1	5	7.40e-14	NCLDV_ssuRiboReduc	1.14e-22	76.9	156 / 162	2	NC_008518.1|Trichoplusia ni ascovirus 2c, complete genome	taxid:328615|Ascovirus|Ascoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag06AD06_GCCAAT_L005_R1	6	2.00e-11	Herpes_POLcore	3.56e-11	50.0	162 / 169	1	NC_063268.1|Bovine herpesvirus type 1.1 isolate NVSL challenge 97-11, complete genome	taxid:79889|Varicellovirus bovinealpha1|Varicellovirus|Alphaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag06AD06_GCCAAT_L005_R1	6	9.60e-11	Herpes_POLcore	7.72e-15	62.3	159 / 175	1	NC_002531.1|Alcelaphine herpesvirus 1, complete genome	taxid:35252|Macavirus alcelaphinegamma1|Macavirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag06AD06_GCCAAT_L005_R1	1	2.10e-09	NCLDV_ssuRiboReduc	1.92e-14	70.7	123 / 126	1	NC_035469.1|NY_014 poxvirus strain 2013, complete genome	taxid:2025360|Centapoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
