run_id	contig_id	contig_len	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
041215Madag03AD03_TTAGGC_L005_R2	041215Madag03AD03_TTAGGC_L005_R2_cap3_Contig-39	318	1.19e-16	38.235000	102	acc:YP_009230261|AAA+ ATPase [Acidianus tailed spindle virus]	taxid:1797140|Bicaudaviridae	2024-06-30
041215Madag03AD03_TTAGGC_L005_R2	041215Madag03AD03_TTAGGC_L005_R2_cap3_Contig-40	294	6.15e-04	38.889000	54	acc:YP_010088007|hypothetical protein KM759_gp134 [Lymphocystis disease virus 4]	taxid:2704413|Lymphocystivirus|Alphairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag03AD03_TTAGGC_L005_R2	041215Madag03AD03_TTAGGC_L005_R2_cap3_Contig-41	205	4.12e-10	46.875000	64	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-1	3763	8.67e-107	42.699000	452	acc:YP_004061441|hypothetical protein BpV1_011c [Bathycoccus sp. RCC1105 virus BpV1]	taxid:880159|Bathycoccus sp. RCC1105 virus BpV|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-2	3488	0.0	46.419000	726	acc:YP_009342207|AAA+ ATPase predicted domain [Lymphocystis disease virus Sa]	taxid:1898060|Lymphocystivirus|Alphairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-3	2703	5.92e-51	41.102000	236	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-4	2632	5.25e-10	30.323000	155	acc:YP_009098779|ATPase [Caulobacter phage Cr30]	taxid:1357714|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-5	2209	9.60e-05	26.573000	143	acc:YP_010651731|ATPase [Streptomyces phage Faust]	taxid:2767565|Faustvirus faust|Faustvirus|Loccivirinae|Stanwilliamsviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-6	2146	1.05e-35	36.782000	261	acc:YP_004061441|hypothetical protein BpV1_011c [Bathycoccus sp. RCC1105 virus BpV1]	taxid:880159|Bathycoccus sp. RCC1105 virus BpV|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-7	2059	0.15	28.571000	84	acc:YP_009333526|hypothetical protein 1 [Beihai sipunculid worm virus 4]	taxid:1922676|Riboviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-8	2048	1.32e-13	43.902000	82	acc:YP_009174434|putative heat shock protein 40 [Yellowstone lake phycodnavirus 3]	taxid:1586715|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-9	1837	3.15e-13	32.444000	225	acc:YP_010678996|cell division protein [Pseudomonas phage vB_PaeM_PA5oct]	taxid:2163605|Wroclawvirus PA5oct|Wroclawvirus|Arenbergviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-10	1570	4.49e-58	43.089000	246	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-11	1549	5.06e-34	34.874000	238	acc:YP_009465729|hypothetical protein C5Y57_gp012 [Dishui lake phycodnavirus 1]	taxid:2079134|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-12	1539	2.12e-18	25.344000	363	acc:YP_009174434|putative heat shock protein 40 [Yellowstone lake phycodnavirus 3]	taxid:1586715|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-13	1534	3.87e-58	42.276000	246	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-14	1509	5.04e-53	40.283000	283	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-15	1467	1.12e-46	33.333000	372	acc:NP_077658|EsV-1-173 [Ectocarpus siliculosus virus 1]	taxid:37665|Phaeovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-16	1446	6.37e-58	39.223000	283	acc:YP_004061441|hypothetical protein BpV1_011c [Bathycoccus sp. RCC1105 virus BpV1]	taxid:880159|Bathycoccus sp. RCC1105 virus BpV|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-17	1402	4.58e-35	36.441000	236	acc:YP_004061441|hypothetical protein BpV1_011c [Bathycoccus sp. RCC1105 virus BpV1]	taxid:880159|Bathycoccus sp. RCC1105 virus BpV|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-18	1327	2.50e-45	35.185000	324	acc:YP_009352742|ATP-dependent protease La Type I [Kaumoebavirus]	taxid:1859492|Viruses	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-19	1311	1.43e-57	39.689000	257	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-20	1228	1.23e-21	44.000000	125	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-21	1163	3.70e-33	34.836000	244	acc:YP_009015561|gp258 [Bacillus phage G]	taxid:2884420|Donellivirus gee|Donellivirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-22	944	9.86e-19	45.361000	97	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-23	734	7.64e-07	44.444000	54	acc:YP_239033|hypothetical protein RB43ORF057w [Escherichia phage RB43]	taxid:2887182|Pseudotevenvirus RB43|Pseudotevenvirus|Straboviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-24	575	0.062	36.111000	72	acc:YP_010803062|DnaJ chaperone protein [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-25	554	0.94	26.364000	110	acc:YP_010112514|DNA helicase [uncultured phage cr109_1]	taxid:2772083|Buchavirus splanchnicus|Buchavirus|Loutivirinae|Suoliviridae|Crassvirales|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-26	501	0.96	29.412000	102	acc:YP_010112567|DNA helicase [uncultured phage cr4_1]	taxid:2772084|Buorbuivirus hominis|Buorbuivirus|Loutivirinae|Suoliviridae|Crassvirales|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-27	497	8.58e-36	60.417000	96	acc:YP_010803457|replication factor C small subunit [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-28	475	1.25e-04	40.000000	70	acc:YP_010671643|hypothetical protein PQC19_gp54 [Pseudomonas phage Itty13]	taxid:2805750|Ittyvirus itty13|Ittyvirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-29	431	2.38e-07	29.851000	134	acc:YP_010803136|HrpA-like RNA helicase [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-30	371	4.51e-21	59.701000	67	acc:YP_007354262|DnaJ-like protein [Acanthamoeba polyphaga moumouvirus]	taxid:1269028|Moumouvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-31	353	7.76e-19	56.944000	72	acc:YP_010777173|DnaJ-like protein [Acanthamoeba polyphaga mimivirus]	taxid:212035|Mimivirus bradfordmassiliense|Mimivirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-32	288	4.42e-06	55.000000	40	acc:YP_009602426|DNA primase/helicase [Escherichia phage V18]	taxid:1981500|Vequintavirus V18|Vequintavirus|Vequintavirinae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-33	279	3.60e-13	55.738000	61	acc:YP_003969759|putative DnaJ/Hsp40 [Cafeteria roenbergensis virus BV-PW1]	taxid:693272|Rheavirus sinusmexicani|Rheavirus|Aliimimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-34	266	1.47e-15	41.772000	79	acc:YP_009015381|clamp loader of DNA polymerase [Bacillus phage G]	taxid:2884420|Donellivirus gee|Donellivirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-35	196	4.68e-04	35.088000	57	acc:YP_009333423|hypothetical protein [Beihai picorna-like virus 32]	taxid:1922575|Riboviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-36	184	1.09e-09	48.980000	49	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	041215Madag04AD04_TGACCA_L005_R1_cap3_Contig-37	177	4.35e-06	45.283000	53	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-1	3362	2.10e-13	43.902000	82	acc:YP_009174434|putative heat shock protein 40 [Yellowstone lake phycodnavirus 3]	taxid:1586715|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-2	3152	1.21e-50	41.102000	236	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-3	2999	1.57e-107	42.478000	452	acc:YP_004061441|hypothetical protein BpV1_011c [Bathycoccus sp. RCC1105 virus BpV1]	taxid:880159|Bathycoccus sp. RCC1105 virus BpV|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-4	2283	4.82e-11	29.870000	154	acc:YP_009098779|ATPase [Caulobacter phage Cr30]	taxid:1357714|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-5	1877	2.17e-178	46.838000	585	acc:YP_009342207|AAA+ ATPase predicted domain [Lymphocystis disease virus Sa]	taxid:1898060|Lymphocystivirus|Alphairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-6	1705	7.04e-44	34.877000	324	acc:YP_009352742|ATP-dependent protease La Type I [Kaumoebavirus]	taxid:1859492|Viruses	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-7	1645	2.43e-18	25.344000	363	acc:YP_009174434|putative heat shock protein 40 [Yellowstone lake phycodnavirus 3]	taxid:1586715|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-8	1577	1.09e-56	39.689000	257	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-9	1573	5.69e-58	42.276000	246	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-10	1566	1.12e-39	38.627000	233	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-11	1552	5.02e-57	42.683000	246	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-12	1495	4.51e-53	40.283000	283	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-13	1494	2.10e-45	41.532000	248	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-14	1479	3.71e-05	26.573000	143	acc:YP_010651731|ATPase [Streptomyces phage Faust]	taxid:2767565|Faustvirus faust|Faustvirus|Loccivirinae|Stanwilliamsviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-15	1478	5.21e-61	39.329000	328	acc:YP_009015561|gp258 [Bacillus phage G]	taxid:2884420|Donellivirus gee|Donellivirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-16	1472	1.41e-46	33.065000	372	acc:NP_077658|EsV-1-173 [Ectocarpus siliculosus virus 1]	taxid:37665|Phaeovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-17	1472	6.83e-35	36.441000	236	acc:YP_004061441|hypothetical protein BpV1_011c [Bathycoccus sp. RCC1105 virus BpV1]	taxid:880159|Bathycoccus sp. RCC1105 virus BpV|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-18	1439	6.20e-58	43.172000	227	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-19	1305	0.001	40.000000	70	acc:YP_010671643|hypothetical protein PQC19_gp54 [Pseudomonas phage Itty13]	taxid:2805750|Ittyvirus itty13|Ittyvirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-20	1116	1.04e-13	32.444000	225	acc:YP_010678996|cell division protein [Pseudomonas phage vB_PaeM_PA5oct]	taxid:2163605|Wroclawvirus PA5oct|Wroclawvirus|Arenbergviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-21	801	7.16e-08	38.261000	115	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-22	751	6.37e-18	34.459000	148	acc:YP_010678996|cell division protein [Pseudomonas phage vB_PaeM_PA5oct]	taxid:2163605|Wroclawvirus PA5oct|Wroclawvirus|Arenbergviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-23	606	1.5	29.703000	101	acc:YP_010112567|DNA helicase [uncultured phage cr4_1]	taxid:2772084|Buorbuivirus hominis|Buorbuivirus|Loutivirinae|Suoliviridae|Crassvirales|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-24	562	2.21e-20	44.944000	89	acc:YP_009015381|clamp loader of DNA polymerase [Bacillus phage G]	taxid:2884420|Donellivirus gee|Donellivirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-25	543	2.66e-10	41.406000	128	acc:YP_010803170|DnaJ chaperone protein [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-26	535	1.0	33.929000	56	acc:YP_010348236|hypothetical protein MZD05_gp267 [Pseudomonas phage Phabio]	taxid:2006668|Phabiovirus phabio|Phabiovirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-27	497	1.77e-04	42.857000	42	acc:YP_003986758|DnaJ-like protein [Acanthamoeba polyphaga mimivirus]	taxid:212035|Mimivirus bradfordmassiliense|Mimivirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-28	490	8.00e-20	34.568000	162	acc:YP_010803136|HrpA-like RNA helicase [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-29	478	0.038	36.111000	72	acc:YP_010803062|DnaJ chaperone protein [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-30	444	3.97e-19	52.778000	72	acc:YP_010780872|DnaJ-like protein [Tupanvirus deep ocean]	taxid:2126984|Tupanvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-31	353	2.06e-06	37.879000	66	acc:YP_007005300|DnaB-like replicative helicase [Campylobacter phage CP21]	taxid:2881391|Firehammervirus CP21|Firehammervirus|Eucampyvirinae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-32	301	6.41e-19	49.462000	93	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-33	285	1.65e-26	61.333000	75	acc:YP_007354262|DnaJ-like protein [Acanthamoeba polyphaga moumouvirus]	taxid:1269028|Moumouvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-34	269	0.032	34.426000	61	acc:YP_009330266|Cypovirus VP7 [Hubei lepidoptera virus 3]	taxid:1922905|Riboviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	041215Madag04AD04_TGACCA_L005_R2_cap3_Contig-35	241	2.24e-15	48.750000	80	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
